month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2024-01-31,2024-02-01,value,D10,ALOS3,L,BUY,0.0012626262626262638,22.02122904,34,748.72178736
2024-01-31,2024-02-01,value,D10,BEEF3,L,BUY,0.0012626262626262638,6.082774165,125,760.346770625
2024-01-31,2024-02-01,value,D10,BMOB3,L,BUY,0.0012626262626262638,11.22930447,67,752.36339949
2024-01-31,2024-02-01,value,D10,BRAP4,L,BUY,0.0012626262626262638,19.18092371,39,748.05602469
2024-01-31,2024-02-01,value,D10,CEAB3,L,BUY,0.0012626262626262638,6.967590851,109,759.4674027589999
2024-01-31,2024-02-01,value,D10,CMIG4,L,BUY,0.0012626262626262638,7.159749245,106,758.93341997
2024-01-31,2024-02-01,value,D10,CPFE3,L,BUY,0.0012626262626262638,31.19400708,24,748.6561699199999
2024-01-31,2024-02-01,value,D10,CSED3,L,BUY,0.015151515151515159,3.590703093,2532,9091.660231476
2024-01-31,2024-02-01,value,D10,GGBR4,L,BUY,0.0012626262626262638,16.52359012,46,760.0851455200001
2024-01-31,2024-02-01,value,D10,GOLL54,L,BUY,0.0012626262626262638,0.037449135,20229,757.5585519150001
2024-01-31,2024-02-01,value,D10,GUAR3,L,BUY,0.0012626262626262638,5.134888532,148,759.963502736
2024-01-31,2024-02-01,value,D10,JALL3,L,BUY,0.0012626262626262638,7.318431645,104,761.1168910800001
2024-01-31,2024-02-01,value,D10,MEAL3,L,BUY,0.0012626262626262638,1.79,423,757.17
2024-01-31,2024-02-01,value,D10,NEOE3,L,BUY,0.0012626262626262638,19.21685631,39,749.45739609
2024-01-31,2024-02-01,value,D10,PCAR3,L,BUY,0.0012626262626262638,3.96,191,756.36
2024-01-31,2024-02-01,value,D10,PETR4,L,BUY,0.0012626262626262638,31.564296,24,757.543104
2024-01-31,2024-02-01,value,D10,PGMN3,L,BUY,0.0012626262626262638,2.916507251,260,758.2918852600001
2024-01-31,2024-02-01,value,D10,POSI3,L,BUY,0.0012626262626262638,6.539418955,116,758.57259878
2024-01-31,2024-02-01,value,D10,PRNR3,L,SELL,-0.013888888888888895,11.69076038,-713,-8335.51215094
2024-01-31,2024-02-01,value,D10,QUAL3,L,BUY,0.0012626262626262638,2.173415583,349,758.522038467
2024-01-31,2024-02-01,value,D10,RAIZ4,L,BUY,0.0012626262626262638,3.799398854,199,756.080371946
2024-01-31,2024-02-01,value,D10,SUZB3,L,SELL,-0.013888888888888895,49.98955922,-167,-8348.25638974
2024-01-31,2024-02-01,value,D10,TIMS3,L,BUY,0.0012626262626262638,15.06086667,50,753.0433335
2024-01-31,2024-02-01,value,D10,UNIP6,L,SELL,-0.013888888888888895,53.78525378,-155,-8336.7143359
2024-01-31,2024-02-01,value,D10,VLID3,L,BUY,0.0012626262626262638,17.58025431,43,755.95093533
2024-01-31,2024-02-01,value,LS,AESB3,S,BUY,0.0023771906017595163,11.37797877,125,1422.24734625
2024-01-31,2024-02-01,value,LS,ALOS3,L,BUY,0.002277439530746491,22.02122904,62,1365.3162004800001
2024-01-31,2024-02-01,value,LS,ARML3,S,SELL,-0.009762535244419801,13.61682296,-430,-5855.2338728
2024-01-31,2024-02-01,value,LS,AZEV4,S,SELL,-0.009762535244419801,1.061959952,-5516,-5857.771095232
2024-01-31,2024-02-01,value,LS,BEEF3,L,BUY,0.002277439530746491,6.082774165,225,1368.624187125
2024-01-31,2024-02-01,value,LS,BMOB3,L,BUY,0.002277439530746491,11.22930447,122,1369.9751453400002
2024-01-31,2024-02-01,value,LS,BRAP4,L,BUY,0.002277439530746491,19.18092371,71,1361.8455834099998
2024-01-31,2024-02-01,value,LS,BRAV3,S,BUY,0.0023771906017595163,27.47732792,52,1428.82105184
2024-01-31,2024-02-01,value,LS,BRFS3,S,SELL,-0.00022863285207704262,13.59150623,-10,-135.9150623
2024-01-31,2024-02-01,value,LS,BRKM5,S,SELL,-0.00953390239234276,17.81,-321,-5717.009999999999
2024-01-31,2024-02-01,value,LS,CBAV3,S,BUY,0.0023771906017595163,4.03,354,1426.6200000000001
2024-01-31,2024-02-01,value,LS,CEAB3,L,BUY,0.002277439530746491,6.967590851,196,1365.647806796
2024-01-31,2024-02-01,value,LS,CMIG4,L,BUY,0.002277439530746491,7.159749245,191,1367.512105795
2024-01-31,2024-02-01,value,LS,CPFE3,L,BUY,0.002277439530746491,31.19400708,44,1372.53631152
2024-01-31,2024-02-01,value,LS,CSED3,L,BUY,0.008862802083698381,3.590703093,1481,5317.831280733
2024-01-31,2024-02-01,value,LS,CVCB3,S,SELL,-0.0012208012852090375,2.94,-249,-732.06
2024-01-31,2024-02-01,value,LS,DESK3,,BUY,0.009077981983423841,12.91708273,422,5451.0089120600005
2024-01-31,2024-02-01,value,LS,ENEV3,S,BUY,0.0023771906017595163,12.8,111,1420.8000000000002
2024-01-31,2024-02-01,value,LS,GGBR4,L,BUY,0.0012811914983210972,16.52359012,47,776.6087356400001
2024-01-31,2024-02-01,value,LS,GOLL54,L,BUY,0.002277439530746491,0.037449135,36489,1366.481487015
2024-01-31,2024-02-01,value,LS,GRND3,S,BUY,0.0023771906017595163,5.958416763,239,1424.0616063569998
2024-01-31,2024-02-01,value,LS,GUAR3,L,BUY,0.002277439530746491,5.134888532,266,1365.8803495119998
2024-01-31,2024-02-01,value,LS,HAPV3,S,BUY,0.0023771906017595163,58.5,24,1404.0
2024-01-31,2024-02-01,value,LS,INTB3,S,BUY,0.0023771906017595163,19.84851655,72,1429.0931916
2024-01-31,2024-02-01,value,LS,JALL3,L,BUY,0.002277439530746491,7.318431645,187,1368.546717615
2024-01-31,2024-02-01,value,LS,MEAL3,L,BUY,0.002277439530746491,1.79,763,1365.77
2024-01-31,2024-02-01,value,LS,MGLU3,S,SELL,-0.009762535244419801,20.48341602,-286,-5858.25698172
2024-01-31,2024-02-01,value,LS,MRVE3,S,BUY,0.0023771906017595163,7.91,180,1423.8
2024-01-31,2024-02-01,value,LS,MULT3,S,SELL,-0.008862802083698385,26.01262448,-204,-5306.57539392
2024-01-31,2024-02-01,value,LS,NEOE3,L,BUY,0.002277439530746491,19.21685631,71,1364.39679801
2024-01-31,2024-02-01,value,LS,ORVR3,S,BUY,0.0023771906017595163,35.38,40,1415.2
2024-01-31,2024-02-01,value,LS,PCAR3,L,BUY,0.002277439530746491,3.96,345,1366.2
2024-01-31,2024-02-01,value,LS,PETR4,L,BUY,0.002277439530746491,31.564296,43,1357.2647279999999
2024-01-31,2024-02-01,value,LS,PGMN3,L,BUY,0.002277439530746491,2.916507251,469,1367.841900719
2024-01-31,2024-02-01,value,LS,POSI3,L,BUY,0.001193703677401018,6.539418955,110,719.3360850500001
2024-01-31,2024-02-01,value,LS,PRNR3,,SELL,-0.02561928512318032,11.69076038,-1315,-15373.3498997
2024-01-31,2024-02-01,value,LS,QUAL3,L,BUY,0.002277439530746491,2.173415583,629,1367.078401707
2024-01-31,2024-02-01,value,LS,RADL3,S,BUY,0.0026058234538365588,24.59947466,64,1574.36637824
2024-01-31,2024-02-01,value,LS,RAIZ4,L,BUY,0.002277439530746491,3.799398854,360,1367.78358744
2024-01-31,2024-02-01,value,LS,RCSL4,S,BUY,0.0023771906017595163,2.76,517,1426.9199999999998
2024-01-31,2024-02-01,value,LS,SLCE3,L,BUY,0.000996248032425394,17.7629417,34,603.9400178
2024-01-31,2024-02-01,value,LS,SRNA3,S,BUY,0.0023771906017595163,9.76,146,1424.96
2024-01-31,2024-02-01,value,LS,TEND3,S,SELL,-0.009762535244419801,9.729812648,-602,-5857.347214095999
2024-01-31,2024-02-01,value,LS,TIMS3,L,BUY,0.010942785969469246,15.06086667,436,6566.53786812
2024-01-31,2024-02-01,value,LS,UNIP6,,SELL,-0.02561928512318032,53.78525378,-286,-15382.58258108
