month_end,trade_date,next_trade_date,D10,LS,turnover_D10,turnover_LS,turnover_LS_reconst,turnover_LS_reweight,ls_gross_long,ls_gross_short,risk_ls_weighted_multiplier,risk_ls_weighted_score,risk_ls_flagged,risk_ls_high,risk_d10_weighted_multiplier,risk_d10_weighted_score,risk_d10_flagged,risk_d10_high,risk_universe_flagged,risk_universe_high,risk_universe_avg_multiplier,dispersion,dispersion_gate_active,CDI,BOVA11,LS_pre_overlay,beta_est,hedge_ratio,vt_scale,LS_vt,LS_pre_vt,LS_carry,LS_borrow_cost,LS_financing_net,LS_net
2011-01-31,2011-02-01,2011-03-01,-0.02137596533113593,0.0073450863057815076,0.0,2.7292982688701767e-16,0.0,2.7292982688701767e-16,0.49999999999999983,0.5,0.9903846153846154,0.0384615384615385,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9924242424242424,2.1859472956446657,1,0.008425009434362085,-0.0011961722488037507,0.0073450863057815076,0.0,0.0,1.0,0.0073450863057815076,0.0073450863057815076,0.004212504717181043,0.003217015055001715,0.0009954896621793274,0.008340575967960836
2011-02-28,2011-03-01,2011-04-01,0.03918676643277025,0.03824926243045367,0.16666666666666682,0.33333333333333326,0.21645299145299143,0.11688034188034184,0.4999999999999998,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.087846467337309,1,0.009206833909138457,0.017964071856287456,0.03824926243045367,0.0,0.0,1.0,0.03824926243045367,0.03824926243045367,0.004603416954569228,0.003217015055001715,0.0013864018995675131,0.039635664330021185
2011-03-31,2011-04-01,2011-05-02,0.027986530602442255,0.07010684168931963,0.17021276595744703,0.31899161413499977,0.18361599342172885,0.13537562071327092,0.5,0.5,0.9754589296679955,0.09816428132801859,3.0,0.0,0.979403073286052,0.08238770685579194,1.0,0.0,4.0,0.0,0.9902912621359223,2.033559923160884,1,0.008396233613529702,-0.03676470588235292,0.07010684168931963,0.0,0.0,1.0,0.07010684168931963,0.07010684168931963,0.004198116806764851,0.003217015055001715,0.000981101751763136,0.07108794344108277
2011-04-29,2011-05-02,2011-06-01,0.009237893928696799,0.030066201232064212,0.2564102564102565,0.38297364060546285,0.2399198687357799,0.14305377186968296,0.5,0.49999999999999983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.150147354981376,1,0.009853034390991944,-0.029312977099236637,0.030066201232064212,0.0,0.0,1.0,0.030066201232064212,0.030066201232064212,0.00492651719549597,0.0032170150550017143,0.0017095021404942559,0.031775703372558466
2011-05-31,2011-06-01,2011-07-01,-0.019466660403932284,0.021184260200971233,0.2051282051282051,0.2995337995337994,0.20058275058275055,0.0989510489510488,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1463085180837402,1,0.009535252207044431,-0.0301981755268953,0.021184260200971233,0.0,0.0,1.0,0.021184260200971233,0.021184260200971233,0.004767626103522216,0.003217015055001715,0.0015506110485205005,0.022734871249491733
2011-06-30,2011-07-01,2011-08-01,-0.03338654683830717,0.04478764554777339,0.22222222222222213,0.23931623931623922,0.18177933177933173,0.057536907536907454,0.5000000000000001,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.164331440425322,1,0.009675260632866944,-0.05124878365228669,0.04478764554777339,0.0,0.0,1.0,0.04478764554777339,0.04478764554777339,0.004837630316433472,0.003217015055001715,0.001620615261431757,0.04640826080920515
2011-07-29,2011-08-01,2011-09-01,0.011471034973435518,0.014143515070117105,0.2051282051282051,0.2628205128205128,0.18822843822843824,0.07459207459207454,0.5,0.5000000000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9975490196078431,2.1115095375697503,1,0.010704896208957981,-0.029401709401709386,0.018805977813376836,-0.15857794795389205,0.15857794795389205,1.0,0.014143515070117105,0.014143515070117105,0.0053524481044789915,0.003217015055001716,0.0021354330494772755,0.01627894811959438
2011-08-31,2011-09-01,2011-10-03,-0.06729561077105929,0.015657516925881854,0.2564102564102565,0.29094059882545475,0.21797728415375475,0.07296331467169999,0.5,0.5,0.9948894451397581,0.02044221944096787,1.0,0.0,0.988153594771242,0.047385620915032664,1.0,0.0,2.0,0.0,0.9950980392156863,2.103823963994617,1,0.009398254167376052,-0.09915463191264529,0.031161930626950118,-0.15636600531912187,0.15636600531912187,1.0,0.015657516925881854,0.015657516925881854,0.004699127083688026,0.003217015055001715,0.001482112028686311,0.017139628954568165
2011-09-30,2011-10-03,2011-11-01,0.05492530597812125,0.01273981129264626,0.3333333333333333,0.28282512231198087,0.22695689614367032,0.05586822616831052,0.49999999999999994,0.49999999999999994,0.9944334487877288,0.02226620484908461,1.0,0.0,0.9941860465116279,0.02325581395348836,1.0,0.0,1.0,0.0,0.9975,2.1891795144676593,1,0.008789482465142662,0.08856304985337249,-0.001108439031803839,-0.029338676232285168,0.15636600531912187,1.0,0.01273981129264626,0.01273981129264626,0.00439474123257133,0.0032170150550017147,0.0011777261775696153,0.013917537470215876
2011-10-31,2011-11-01,2011-12-01,0.05587575725804114,0.07595910426933987,0.3333333333333333,0.25172806741337156,0.18114657210401885,0.07058149530935275,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1994065430927905,1,0.008567424211848751,0.025502873563218342,0.07197132180610077,-0.10232534172744502,0.15636600531912187,1.0,0.07595910426933987,0.07595910426933987,0.0042837121059243755,0.003217015055001715,0.0010666970509226603,0.07702580132026253
