month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2019-02-28,2019-03-01,momentum,D10,AMER3,L,BUY,0.0208333333333333,4656.128277,3,13968.384831
2019-02-28,2019-03-01,momentum,D10,AZZA3,L,SELL,-0.0196078431372549,48.09313128,-306,-14716.49817168
2019-02-28,2019-03-01,momentum,D10,BRAP4,L,SELL,-0.0196078431372549,5.98739284,-2456,-14705.03681504
2019-02-28,2019-03-01,momentum,D10,CMIG4,L,BUY,0.0012254901960784,3.883841719,237,920.470487403
2019-02-28,2019-03-01,momentum,D10,CPFE3,L,SELL,-0.0196078431372549,17.96127781,-819,-14710.286526389998
2019-02-28,2019-03-01,momentum,D10,CSMG3,L,BUY,0.0208333333333333,11.01409028,1419,15628.99410732
2019-02-28,2019-03-01,momentum,D10,EMBR3,L,SELL,-0.0196078431372549,19.19022622,-766,-14699.71328452
2019-02-28,2019-03-01,momentum,D10,ENAT3,L,SELL,-0.0196078431372549,9.321228812,-1578,-14708.899065336
2019-02-28,2019-03-01,momentum,D10,ENGI11,L,SELL,-0.0196078431372549,30.61369654,-480,-14694.5743392
2019-02-28,2019-03-01,momentum,D10,HGTX3,L,BUY,0.0208333333333333,28.56668701,547,15625.97779447
2019-02-28,2019-03-01,momentum,D10,IRBR3,L,BUY,0.0012254901960784,783.9990264,1,783.9990264
2019-02-28,2019-03-01,momentum,D10,JBSS3,L,BUY,0.0012254901960784,9.139638724,101,923.103511124
2019-02-28,2019-03-01,momentum,D10,LCAM3,L,BUY,0.0012254901960784,11.71814344,78,914.01518832
2019-02-28,2019-03-01,momentum,D10,LOGN3,L,BUY,0.0208333333333333,8.93,1750,15627.5
2019-02-28,2019-03-01,momentum,D10,MGLU3,L,BUY,0.0012254901960784,52.31335831,18,941.64044958
2019-02-28,2019-03-01,momentum,D10,PRIO3,L,BUY,0.0208333333333333,3.039118613,5141,15624.108789433
2019-02-28,2019-03-01,momentum,D10,PSSA3,L,SELL,-0.0196078431372549,20.34625404,-723,-14710.34167092
2019-02-28,2019-03-01,momentum,D10,RAIL3,L,SELL,-0.0196078431372549,18.42425375,-798,-14702.5544925
2019-02-28,2019-03-01,momentum,D10,RENT3,L,BUY,0.0012254901960784,28.39336169,32,908.58757408
2019-02-28,2019-03-01,momentum,D10,SUZB3,L,BUY,0.0012254901960784,42.25532145,22,929.6170719
2019-02-28,2019-03-01,momentum,D10,TASA4,L,BUY,0.0208333333333333,3.131245342,4990,15624.91425658
2019-02-28,2019-03-01,momentum,D10,TEND3,L,BUY,0.0012254901960784,15.40054661,60,924.0327966
2019-02-28,2019-03-01,momentum,D10,TUPY3,L,BUY,0.0208333333333333,14.81399721,1055,15628.76705655
2019-02-28,2019-03-01,momentum,D10,UNIP6,L,BUY,0.0012254901960784,15.80552413,58,916.72039954
2019-02-28,2019-03-01,momentum,LS,AESB3,S,SELL,-0.0019362303958609,9.797639511,-148,-1450.050647628
2019-02-28,2019-03-01,momentum,LS,AMAR3,S,SELL,-0.0019362303958609,24.90424878,-58,-1444.44642924
2019-02-28,2019-03-01,momentum,LS,AMER3,L,BUY,0.0093039874217512,4656.128277,1,4656.128277
2019-02-28,2019-03-01,momentum,LS,ANIM3,S,SELL,-0.0011918075464562,5.39840973,-166,-896.13601518
2019-02-28,2019-03-01,momentum,LS,AZZA3,,SELL,-0.0087343729163844,48.09313128,-136,-6540.66585408
2019-02-28,2019-03-01,momentum,LS,BEEF3,S,SELL,-0.0019362303958609,4.47454735,-325,-1454.22788875
2019-02-28,2019-03-01,momentum,LS,BHIA3,S,SELL,-0.0079647530378646,116.0,-51,-5916.0
2019-02-28,2019-03-01,momentum,LS,BRAP4,,SELL,-0.0174687458327689,5.98739284,-2188,-13100.41553392
2019-02-28,2019-03-01,momentum,LS,BRFS3,,BUY,0.024201491622482,20.17808441,900,18160.275969
2019-02-28,2019-03-01,momentum,LS,CIEL3,S,SELL,-0.0019362303958609,8.431539807,-172,-1450.224846804
2019-02-28,2019-03-01,momentum,LS,CMIG4,L,BUY,0.0005696145053667,3.883841719,110,427.22258909
2019-02-28,2019-03-01,momentum,LS,COGN3,S,SELL,-0.0079647530378646,10.58438647,-564,-5969.59396908
2019-02-28,2019-03-01,momentum,LS,CPFE3,,SELL,-0.0087343729163844,17.96127781,-365,-6555.866400649999
2019-02-28,2019-03-01,momentum,LS,CSAN3,S,SELL,-0.0079647530378646,9.308145579,-642,-5975.829461718
2019-02-28,2019-03-01,momentum,LS,CSMG3,L,BUY,0.0093039874217512,11.01409028,634,6982.93323752
2019-02-28,2019-03-01,momentum,LS,DXCO3,L,BUY,0.0001710014027475,7.868933463,16,125.902935408
2019-02-28,2019-03-01,momentum,LS,ECOR3,S,BUY,0.0060285226420036,10.39919213,435,4523.64857655
2019-02-28,2019-03-01,momentum,LS,EMBR3,,SELL,-0.0087343729163844,19.19022622,-341,-6543.86714102
2019-02-28,2019-03-01,momentum,LS,ENGI11,L,BUY,0.0007948851824892,30.61369654,19,581.66023426
2019-02-28,2019-03-01,momentum,LS,GBIO33,S,SELL,-0.0079647530378646,8.73,-684,-5971.320000000001
2019-02-28,2019-03-01,momentum,LS,HGTX3,L,BUY,0.0083381008365145,28.56668701,219,6256.10445519
2019-02-28,2019-03-01,momentum,LS,IRBR3,L,BUY,0.0005696145053667,783.9990264,1,783.9990264
2019-02-28,2019-03-01,momentum,LS,JBSS3,L,SELL,-0.0002252706771224,9.139638724,-18,-164.51349703199998
2019-02-28,2019-03-01,momentum,LS,LCAM3,L,BUY,0.0005696145053667,11.71814344,36,421.85316384
2019-02-28,2019-03-01,momentum,LS,LIGT3,,BUY,0.0154671187060975,18.75045735,619,11606.533099650002
2019-02-28,2019-03-01,momentum,LS,LINX3,L,BUY,0.0007948851824892,27.98369928,21,587.65768488
2019-02-28,2019-03-01,momentum,LS,LOGN3,L,BUY,0.0093039874217512,8.93,781,6974.33
2019-02-28,2019-03-01,momentum,LS,MGLU3,L,BUY,0.0005696145053667,52.31335831,8,418.50686648
2019-02-28,2019-03-01,momentum,LS,MOTV3,S,SELL,-0.0019362303958609,11.60921735,-125,-1451.15216875
2019-02-28,2019-03-01,momentum,LS,PARD3,S,SELL,-0.0019362303958609,15.88484799,-91,-1445.52116709
2019-02-28,2019-03-01,momentum,LS,POMO4,S,SELL,-0.0011918075464562,2.458413097,-364,-894.8623673080001
2019-02-28,2019-03-01,momentum,LS,PRIO3,L,BUY,0.0083381008365145,3.039118613,2058,6254.506105554
2019-02-28,2019-03-01,momentum,LS,PSSA3,,SELL,-0.0087343729163844,20.34625404,-322,-6551.493800880001
2019-02-28,2019-03-01,momentum,LS,QUAL3,S,SELL,-0.0019362303958609,11.42345074,-127,-1450.77824398
2019-02-28,2019-03-01,momentum,LS,RAIL3,,SELL,-0.0087343729163844,18.42425375,-356,-6559.034334999999
2019-02-28,2019-03-01,momentum,LS,RAPT4,L,BUY,0.0007948851824892,7.325111879,81,593.334062199
2019-02-28,2019-03-01,momentum,LS,RENT3,L,BUY,0.0003986131026192,28.39336169,11,312.32697859
2019-02-28,2019-03-01,momentum,LS,SEER3,S,SELL,-0.0019362303958609,15.99096643,-91,-1455.17794513
2019-02-28,2019-03-01,momentum,LS,SMLS3,S,SELL,-0.0101247050049714,34.84624626,-218,-7596.48168468
2019-02-28,2019-03-01,momentum,LS,SUZB3,L,BUY,0.0005696145053667,42.25532145,10,422.5532145
2019-02-28,2019-03-01,momentum,LS,TASA4,L,BUY,0.0093039874217512,3.131245342,2229,6979.545867318
2019-02-28,2019-03-01,momentum,LS,TEND3,L,BUY,0.0005696145053667,15.40054661,28,431.21530508
2019-02-28,2019-03-01,momentum,LS,TUPY3,L,BUY,0.008509102239262,14.81399721,431,6384.83279751
2019-02-28,2019-03-01,momentum,LS,UGPA3,S,SELL,-0.0019362303958609,22.03804717,-66,-1454.51111322
2019-02-28,2019-03-01,momentum,LS,UNIP6,L,SELL,-0.0002252706771224,15.80552413,-11,-173.86076543
2019-02-28,2019-03-01,momentum,LS,USIM5,,BUY,0.0081884746091104,7.772773213,790,6140.49083827
2019-02-28,2019-03-01,momentum,LS,VIVR3,S,BUY,0.0045982001087247,27.26479926,126,3435.36470676
2019-02-28,2019-03-01,momentum,LS,VULC3,S,SELL,-0.0019362303958609,5.651843747,-257,-1452.523842979
2019-02-28,2019-03-01,momentum,LS,WIZC3,S,SELL,-0.0019362303958609,5.332741414,-272,-1450.505664608
2019-02-28,2019-03-01,value,D10,AMAR3,L,SELL,-0.0196078431372549,24.90424878,-590,-14693.5067802
2019-02-28,2019-03-01,value,D10,BHIA3,L,BUY,0.022222222222222227,116.0,144,16704.0
2019-02-28,2019-03-01,value,D10,CIEL3,L,BUY,0.002614379084967325,8.431539807,233,1964.548775031
2019-02-28,2019-03-01,value,D10,CRFB3,L,SELL,-0.0196078431372549,17.29762155,-850,-14702.9783175
